transaction_id,account_id,customer_id,timestamp,channel,mcc,business_type,country,txn_country,device_id,amount,hour,dayofweek,is_weekend,is_fraud,fraud_type
T406852,A200670,C100207,2025-01-02 02:53:32,Wire,4814-Telecom,Non-profit,NG,NG,D300423,867.76,2,3,0,0,
T403595,A200607,C100315,2025-01-02 04:15:09,EFT,5812-Restaurants,Restaurant,CA,CA,D300095,51.63,4,3,0,0,
T408205,A200510,C100155,2025-01-02 04:19:27,RTP,7399-BusinessServices,Non-profit,CN,CN,D300031,293.84,4,3,0,0,
T408457,A200024,C100485,2025-01-02 04:43:04,ACH,5411-Grocery,Non-profit,IN,IN,D300763,460.87,4,3,0,0,
T408769,A200068,C100136,2025-01-02 04:59:07,EFT,4899-Utilities,SaaS,GB,GB,D300616,289.72,4,3,0,0,
T404013,A200085,C100336,2025-01-02 05:17:07,ACH,4899-Utilities,SaaS,NG,IN,D300213,198.33,5,3,0,0,
T409354,A200417,C100274,2025-01-02 05:32:43,Card,4814-Telecom,Services,DE,CN,D300030,565.69,5,3,0,0,
T405889,A200102,C100225,2025-01-02 06:04:12,Interac,4814-Telecom,Retail,CA,CA,D300049,98.33,6,3,0,0,
T402661,A200083,C100115,2025-01-02 06:36:54,Card,5999-MiscRetail,Services,GB,GB,D300399,717.44,6,3,0,0,
T405755,A200332,C100460,2025-01-02 07:14:22,Card,5411-Grocery,Contractor,GB,GB,D300146,1055.05,7,3,0,0,
T411651,A200068,C100136,2025-01-02 07:19:43,Interac,5812-Restaurants,SaaS,GB,GB,D300616,92.17,7,3,0,0,
T404066,A200056,C100311,2025-01-02 07:40:50,EFT,4814-Telecom,E-commerce,PK,PK,D300061,264.9,7,3,0,0,
T408601,A200082,C100469,2025-01-02 09:33:10,Interac,4111-Transport,SaaS,MX,MX,D300013,510.58,9,3,0,0,
T405234,A200038,C100269,2025-01-02 09:41:35,Card,5812-Restaurants,Services,PK,PK,D300568,622.48,9,3,0,0,
T410016,A200475,C100360,2025-01-02 10:39:43,Interac,4111-Transport,Non-profit,US,US,D300242,1.0,10,3,0,0,
T406355,A200324,C100371,2025-01-02 10:40:53,EFT,7399-BusinessServices,Wholesale,PK,PK,D300341,9828.0,10,3,0,1,structuring
T407301,A200232,C100204,2025-01-02 11:02:04,Wire,5995-Pets,Non-profit,MX,MX,D300176,2424.48,11,3,0,0,
T409476,A200007,C100052,2025-01-02 11:04:07,ACH,4814-Telecom,Non-profit,CA,CA,D300000,159.98,11,3,0,0,
T406911,A200634,C100469,2025-01-02 11:37:53,ACH,5942-Books,SaaS,MX,DE,D300579,347.01,11,3,0,0,
T404966,A200167,C100499,2025-01-02 12:00:30,Wire,4814-Telecom,Non-profit,US,FR,D300427,310.48,12,3,0,0,
T408533,A200162,C100422,2025-01-02 12:30:00,EFT,4111-Transport,E-commerce,NG,NG,D300284,152.79,12,3,0,0,
T409852,A200699,C100410,2025-01-02 12:46:07,Card,5942-Books,Wholesale,DE,DE,D300284,2422.31,12,3,0,0,
T407168,A200390,C100354,2025-01-02 12:57:56,Card,5411-Grocery,Contractor,GB,CA,D300605,1822.91,12,3,0,0,
T401661,A200277,C100372,2025-01-02 13:22:37,Card,5999-MiscRetail,Non-profit,US,US,D300487,118.28,13,3,0,0,
T408739,A200307,C100183,2025-01-02 14:38:30,RTP,7399-BusinessServices,Non-profit,PH,PH,D300272,671.62,14,3,0,0,
T405263,A200676,C100342,2025-01-02 15:48:48,Card,4111-Transport,Restaurant,NG,NG,D300617,37.61,15,3,0,0,
T407800,A200252,C100466,2025-01-02 16:28:04,ACH,5995-Pets,Services,DE,DE,D300088,326.22,16,3,0,0,
T410840,A200444,C100246,2025-01-02 16:59:27,Card,5411-Grocery,Non-profit,DE,DE,D300244,516.39,16,3,0,0,
T405134,A200378,C100475,2025-01-02 17:20:01,EFT,5812-Restaurants,Non-profit,MX,MX,D300652,218.11,17,3,0,0,
T400894,A200672,C100222,2025-01-02 17:56:50,RTP,5942-Books,Wholesale,MX,MX,D300262,2750.58,17,3,0,0,
T403592,A200277,C100372,2025-01-02 17:59:05,Wire,5732-Electronics,Non-profit,US,US,D300137,913.01,17,3,0,0,
T405409,A200531,C100261,2025-01-02 18:00:38,EFT,5814-FastFood,Restaurant,PK,PH,D300429,65.89,18,3,0,0,
T404955,A200299,C100136,2025-01-02 18:59:38,ACH,4814-Telecom,SaaS,GB,GB,D300621,407.63,18,3,0,0,
T402007,A200552,C100098,2025-01-02 19:02:54,ACH,7399-BusinessServices,SaaS,GB,GB,D300598,368.77,19,3,0,0,
T404187,A200417,C100274,2025-01-02 19:32:21,EFT,5995-Pets,Services,DE,DE,D300030,33.52,19,3,0,0,
T407176,A200506,C100417,2025-01-02 19:34:37,ACH,5942-Books,Services,FR,FR,D300213,343.77,19,3,0,0,
T410578,A200344,C100376,2025-01-02 19:57:52,Card,5812-Restaurants,Wholesale,GB,GB,D300123,506.65,19,3,0,0,
T401980,A200134,C100335,2025-01-02 20:05:48,EFT,4814-Telecom,E-commerce,GB,GB,D300098,3.01,20,3,0,0,
T405480,A200270,C100174,2025-01-02 20:43:19,RTP,5732-Electronics,SaaS,NG,ES,D300160,932.57,20,3,0,0,
T411736,A200459,C100029,2025-01-02 20:57:45,Card,5732-Electronics,Retail,PH,PH,D300337,119.82,20,3,0,0,
T406728,A200178,C100234,2025-01-02 21:37:30,Card,5942-Books,Contractor,GB,GB,D300784,1.0,21,3,0,0,
T404295,A200647,C100025,2025-01-02 21:48:13,Wire,5812-Restaurants,Non-profit,CN,CN,D300216,831.05,21,3,0,0,
T405436,A200196,C100191,2025-01-02 22:16:44,Card,5812-Restaurants,Retail,ES,ES,D300444,1.0,22,3,0,0,
T404591,A200199,C100339,2025-01-02 22:36:06,ACH,4899-Utilities,Retail,CA,CA,D300337,111.22,22,3,0,0,
T401991,A200600,C100346,2025-01-02 22:38:05,ACH,5411-Grocery,Services,NG,NG,D300037,776.4,22,3,0,0,
T401113,A200600,C100346,2025-01-02 22:45:45,ACH,4899-Utilities,Services,NG,NG,D300514,554.82,22,3,0,0,
T402568,A200656,C100096,2025-01-02 22:47:27,EFT,7399-BusinessServices,E-commerce,FR,FR,D300184,133.39,22,3,0,0,
T409449,A200533,C100161,2025-01-02 23:06:07,Interac,5942-Books,E-commerce,DE,CA,D300031,34.49,23,3,0,0,
T404402,A200227,C100497,2025-01-02 23:09:36,EFT,5999-MiscRetail,Restaurant,ES,PK,D300106,72.19,23,3,0,0,
T410542,A200089,C100286,2025-01-02 23:11:08,Card,5999-MiscRetail,E-commerce,IN,GB,D300158,1.0,23,3,0,0,
T409631,A200466,C100274,2025-01-02 23:16:42,ACH,5812-Restaurants,Services,DE,DE,D300496,344.78,23,3,0,0,
T403021,A200599,C100161,2025-01-02 23:32:33,Card,5995-Pets,E-commerce,DE,DE,D300083,119.39,23,3,0,0,
T401944,A200317,C100393,2025-01-03 00:24:58,EFT,7399-BusinessServices,E-commerce,PH,PH,D300512,157.3,0,4,0,0,
T408593,A200052,C100289,2025-01-03 00:49:37,ACH,5999-MiscRetail,E-commerce,NG,NG,D300507,83.89,0,4,0,0,
T400334,A200165,C100181,2025-01-03 00:55:37,ACH,5732-Electronics,Non-profit,CA,CN,D300633,529.22,0,4,0,0,
T409947,A200574,C100159,2025-01-03 01:00:44,ACH,5814-FastFood,E-commerce,CN,CN,D300508,47.39,1,4,0,0,
T406470,A200131,C100468,2025-01-03 02:36:09,ACH,7399-BusinessServices,Non-profit,NG,NG,D300516,200.14,2,4,0,0,
T403598,A200366,C100382,2025-01-03 03:17:28,Card,5995-Pets,Wholesale,IN,IN,D300303,1450.37,3,4,0,0,
T400981,A200570,C100077,2025-01-03 03:36:37,EFT,4111-Transport,SaaS,IN,IN,D300040,1.0,3,4,0,0,
T405085,A200454,C100267,2025-01-03 03:54:57,EFT,4111-Transport,E-commerce,US,US,D300281,116.15,3,4,0,0,
T404284,A200601,C100246,2025-01-03 04:15:59,Interac,5411-Grocery,Non-profit,DE,DE,D300244,179.3,4,4,0,0,
T403764,A200248,C100339,2025-01-03 04:26:35,ACH,5995-Pets,Retail,CA,CA,D300060,101.17,4,4,0,0,
T400657,A200254,C100400,2025-01-03 04:27:02,EFT,5814-FastFood,Contractor,GB,GB,D300045,1143.08,4,4,0,0,
T405967,A200638,C100318,2025-01-03 05:13:45,EFT,5999-MiscRetail,Retail,GB,GB,D300274,51.78,5,4,0,0,
T405233,A200274,C100470,2025-01-03 05:54:29,ACH,5942-Books,Restaurant,NG,NG,D300695,5.29,5,4,0,0,
T407326,A200661,C100091,2025-01-03 06:05:55,Card,5942-Books,E-commerce,ES,ES,D300796,215.04,6,4,0,0,
T410588,A200258,C100306,2025-01-03 06:16:23,Interac,5732-Electronics,Contractor,GB,GB,D300522,123.05,6,4,0,0,
T409308,A200575,C100454,2025-01-03 06:21:37,Card,5999-MiscRetail,Non-profit,CA,CA,D300795,133.99,6,4,0,0,
T407571,A200353,C100267,2025-01-03 06:45:08,Card,5812-Restaurants,E-commerce,US,US,D300743,227.34,6,4,0,0,
T400463,A200114,C100149,2025-01-03 07:27:05,Card,5995-Pets,Contractor,FR,FR,D300451,1.0,7,4,0,0,
T410826,A200543,C100251,2025-01-03 07:28:09,EFT,5814-FastFood,Non-profit,DE,DE,D300120,377.28,7,4,0,0,
T410759,A200060,C100050,2025-01-03 07:47:48,Card,5732-Electronics,E-commerce,GB,GB,D300114,163.04,7,4,0,0,
T407840,A200305,C100407,2025-01-03 08:00:23,RTP,5814-FastFood,Services,US,US,D300291,681.32,8,4,0,0,
T410140,A200182,C100194,2025-01-03 08:05:40,ACH,5814-FastFood,Retail,NG,NG,D300010,79.01,8,4,0,0,
T402239,A200558,C100046,2025-01-03 08:31:51,Card,5814-FastFood,SaaS,MX,MX,D300149,74.58,8,4,0,0,
T400148,A200544,C100328,2025-01-03 08:32:08,EFT,5812-Restaurants,Wholesale,ES,ES,D300053,1.0,8,4,0,0,
T400835,A200248,C100339,2025-01-03 09:24:16,ACH,5732-Electronics,Retail,CA,CA,D300060,127.99,9,4,0,0,
T403060,A200411,C100168,2025-01-03 09:32:27,Card,4111-Transport,Non-profit,DE,DE,D300529,391.08,9,4,0,0,
T405617,A200569,C100416,2025-01-03 10:04:34,Card,5995-Pets,Contractor,ES,ES,D300027,1.0,10,4,0,0,
T405723,A200505,C100193,2025-01-03 10:29:34,EFT,5411-Grocery,E-commerce,GB,GB,D300084,91.62,10,4,0,0,
T403202,A200354,C100401,2025-01-03 10:41:20,Card,5995-Pets,E-commerce,CN,CN,D300107,152.72,10,4,0,0,
T408889,A200493,C100362,2025-01-03 11:01:23,ACH,4814-Telecom,Contractor,ES,ES,D300569,1.0,11,4,0,0,
T407232,A200349,C100160,2025-01-03 11:58:17,Card,4111-Transport,Contractor,MX,MX,D300526,63.9,11,4,0,0,
T400637,A200312,C100445,2025-01-03 13:15:11,Card,4111-Transport,Restaurant,CA,CA,D300513,57.04,13,4,0,0,
T407275,A200534,C100361,2025-01-03 13:31:36,Card,5942-Books,SaaS,US,US,D300157,220.41,13,4,0,0,
T402196,A200204,C100119,2025-01-03 13:48:49,Interac,5995-Pets,Wholesale,DE,DE,D300282,4263.52,13,4,0,0,
T401088,A200477,C100088,2025-01-03 14:00:11,RTP,7399-BusinessServices,Services,FR,FR,D300234,2001.07,14,4,0,0,
T400249,A200246,C100312,2025-01-03 14:35:25,Card,5995-Pets,Restaurant,NG,NG,D300445,183.46,14,4,0,0,
T404036,A200238,C100476,2025-01-03 15:22:18,Interac,4111-Transport,Retail,PH,PH,D300021,12.84,15,4,0,0,
T400444,A200274,C100470,2025-01-03 15:35:34,Wire,5732-Electronics,Restaurant,NG,NG,D300695,421.71,15,4,0,0,
T402858,A200251,C100200,2025-01-03 16:04:19,Interac,5814-FastFood,Contractor,PH,PH,D300462,938.5,16,4,0,0,
T405977,A200064,C100066,2025-01-03 16:14:39,ACH,5995-Pets,Restaurant,IN,IN,D300338,91.83,16,4,0,0,
T400466,A200530,C100273,2025-01-03 16:21:17,ACH,5732-Electronics,Contractor,FR,FR,D300699,2288.54,16,4,0,0,
T400267,A200203,C100302,2025-01-03 17:08:18,Interac,4111-Transport,Wholesale,MX,US,D300120,2261.81,17,4,0,0,
T404234,A200083,C100115,2025-01-03 17:39:54,Interac,4111-Transport,Services,GB,GB,D300127,524.64,17,4,0,0,
T403696,A200056,C100311,2025-01-03 17:50:00,Card,5812-Restaurants,E-commerce,PK,PK,D300061,142.02,17,4,0,0,
T405463,A200514,C100066,2025-01-03 17:53:09,ACH,5732-Electronics,Restaurant,IN,IN,D300729,40.95,17,4,0,0,
T410410,A200038,C100269,2025-01-03 18:06:26,EFT,5999-MiscRetail,Services,PK,US,D300378,519.8,18,4,0,0,
T409517,A200567,C100499,2025-01-03 19:07:30,ACH,5999-MiscRetail,Non-profit,US,US,D300583,297.57,19,4,0,0,
T400264,A200127,C100318,2025-01-03 19:11:42,EFT,5411-Grocery,Retail,GB,GB,D300654,168.6,19,4,0,0,
T409131,A200348,C100216,2025-01-03 19:16:22,ACH,5814-FastFood,E-commerce,MX,MX,D300090,162.69,19,4,0,0,
T400545,A200541,C100075,2025-01-03 20:55:10,EFT,4899-Utilities,SaaS,CA,CA,D300161,29.31,20,4,0,0,
T411978,A200341,C100445,2025-01-03 21:12:51,ACH,4899-Utilities,Restaurant,CA,CA,D300513,97.22,21,4,0,0,
T406066,A200221,C100377,2025-01-03 22:27:58,Wire,5411-Grocery,Restaurant,IN,IN,D300075,779.93,22,4,0,0,
T400153,A200382,C100204,2025-01-03 22:52:14,ACH,5995-Pets,Non-profit,MX,MX,D300176,63.09,22,4,0,0,
T404895,A200634,C100469,2025-01-03 23:58:48,EFT,4814-Telecom,SaaS,MX,MX,D300013,136.06,23,4,0,0,
T407436,A200144,C100453,2025-01-04 00:00:43,EFT,5732-Electronics,Restaurant,MX,MX,D300561,36.34,0,5,1,0,
T408857,A200010,C100258,2025-01-04 00:17:32,EFT,5999-MiscRetail,Restaurant,IN,NG,D300113,57.14,0,5,1,0,
T403284,A200148,C100300,2025-01-04 00:23:02,Card,5999-MiscRetail,Retail,NG,NG,D300175,1.0,0,5,1,0,
T410540,A200428,C100221,2025-01-04 01:35:31,Wire,5812-Restaurants,E-commerce,MX,MX,D300263,605.15,1,5,1,0,
T410772,A200494,C100163,2025-01-04 01:41:37,EFT,5814-FastFood,Services,PH,PH,D300669,433.2,1,5,1,0,
T403865,A200333,C100209,2025-01-04 01:46:27,Card,4814-Telecom,Wholesale,NG,NG,D300564,1734.44,1,5,1,0,
T408812,A200335,C100070,2025-01-04 02:17:33,ACH,5999-MiscRetail,SaaS,GB,GB,D300099,1.0,2,5,1,0,
T403787,A200368,C100126,2025-01-04 02:41:36,Card,5942-Books,Retail,CN,CN,D300045,74.2,2,5,1,0,
T411665,A200479,C100336,2025-01-04 02:47:53,Interac,4899-Utilities,SaaS,NG,FR,D300771,438.1,2,5,1,0,
T401478,A200509,C100485,2025-01-04 03:07:25,EFT,5411-Grocery,Non-profit,IN,IN,D300382,117.23,3,5,1,0,
T404565,A200414,C100081,2025-01-04 03:38:49,EFT,5999-MiscRetail,Restaurant,ES,ES,D300664,26.81,3,5,1,0,
T411375,A200683,C100217,2025-01-04 03:59:13,ACH,5814-FastFood,Wholesale,CA,CA,D300071,3600.48,3,5,1,0,
T409193,A200430,C100196,2025-01-04 04:01:23,ACH,5942-Books,SaaS,PH,PH,D300283,63.72,4,5,1,0,
T411155,A200080,C100071,2025-01-04 04:01:26,Card,5411-Grocery,Wholesale,IN,IN,D300035,3598.56,4,5,1,0,
T403864,A200075,C100406,2025-01-04 05:50:17,EFT,4899-Utilities,E-commerce,CN,CN,D300026,107.48,5,5,1,0,
T402278,A200543,C100251,2025-01-04 06:25:10,ACH,5942-Books,Non-profit,DE,DE,D300757,336.55,6,5,1,0,
T404397,A200053,C100069,2025-01-04 06:29:56,EFT,4899-Utilities,Restaurant,PK,PK,D300796,51.79,6,5,1,0,
T408766,A200109,C100183,2025-01-04 06:43:16,Interac,5814-FastFood,Non-profit,PH,DE,D300131,216.72,6,5,1,0,
T410852,A200170,C100462,2025-01-04 07:01:44,EFT,5942-Books,E-commerce,DE,DE,D300791,117.9,7,5,1,0,
T400120,A200176,C100481,2025-01-04 07:16:04,Interac,4899-Utilities,Retail,CA,CA,D300355,29.0,7,5,1,0,
T406770,A200401,C100247,2025-01-04 08:00:53,Card,5995-Pets,Non-profit,PK,PK,D300633,228.87,8,5,1,0,
T404701,A200292,C100005,2025-01-04 08:01:25,Wire,4814-Telecom,Restaurant,IN,IN,D300143,352.38,8,5,1,0,
T407883,A200468,C100284,2025-01-04 09:12:11,Interac,4814-Telecom,Retail,CN,CN,D300659,101.91,9,5,1,0,
T403143,A200351,C100446,2025-01-04 09:20:09,Card,4111-Transport,Wholesale,PK,PK,D300227,887.17,9,5,1,0,
T405129,A200456,C100166,2025-01-04 09:22:53,ACH,5732-Electronics,Services,CN,CN,D300500,666.6,9,5,1,0,
T400576,A200663,C100269,2025-01-04 10:46:55,ACH,5732-Electronics,Services,PK,PK,D300221,637.19,10,5,1,0,
T402031,A200079,C100244,2025-01-04 11:59:10,Wire,5814-FastFood,Restaurant,PH,US,D300431,1410.88,11,5,1,0,
T402510,A200056,C100311,2025-01-04 12:45:28,Interac,4111-Transport,E-commerce,PK,PK,D300061,180.01,12,5,1,0,
T401078,A200650,C100383,2025-01-04 13:03:56,Wire,5999-MiscRetail,E-commerce,DE,DE,D300446,1882.3,13,5,1,0,
T400796,A200599,C100161,2025-01-04 13:43:04,EFT,5411-Grocery,E-commerce,DE,DE,D300413,1.0,13,5,1,0,
T400316,A200591,C100193,2025-01-04 14:09:01,EFT,5732-Electronics,E-commerce,GB,GB,D300733,159.28,14,5,1,0,
T411482,A200265,C100318,2025-01-04 14:11:55,Card,5995-Pets,Retail,GB,ES,D300353,134.12,14,5,1,0,
T400129,A200266,C100363,2025-01-04 15:05:39,Card,5942-Books,Retail,PK,PK,D300378,31.27,15,5,1,0,
T411175,A200295,C100488,2025-01-04 16:08:24,EFT,5411-Grocery,SaaS,GB,PH,D300646,211.42,16,5,1,0,
T408129,A200340,C100007,2025-01-04 16:43:03,RTP,4814-Telecom,E-commerce,ES,ES,D300136,320.39,16,5,1,0,
T408118,A200277,C100372,2025-01-04 16:53:34,EFT,7399-BusinessServices,Non-profit,US,US,D300135,283.64,16,5,1,0,
T410567,A200041,C100278,2025-01-04 17:11:55,Card,5814-FastFood,Wholesale,IN,IN,D300022,2689.25,17,5,1,0,
T411166,A200526,C100278,2025-01-04 17:33:33,Card,4814-Telecom,Wholesale,IN,IN,D300554,505.3,17,5,1,0,
T404155,A200592,C100000,2025-01-04 18:00:15,Wire,5411-Grocery,Non-profit,CA,CA,D300267,944.68,18,5,1,0,
T401210,A200012,C100246,2025-01-04 18:19:39,Wire,5812-Restaurants,Non-profit,DE,DE,D300244,596.04,18,5,1,0,
T411476,A200691,C100239,2025-01-04 18:29:35,ACH,4814-Telecom,Restaurant,GB,GB,D300547,1.0,18,5,1,0,
T403963,A200440,C100253,2025-01-04 19:22:40,Card,5999-MiscRetail,Services,US,US,D300593,675.74,19,5,1,0,
T410272,A200604,C100020,2025-01-04 19:41:51,Wire,4899-Utilities,Non-profit,ES,ES,D300292,285.25,19,5,1,0,
T410414,A200255,C100140,2025-01-04 19:54:01,Card,4814-Telecom,E-commerce,PH,PH,D300343,242.49,19,5,1,0,
T405428,A200170,C100462,2025-01-04 19:55:10,Card,5942-Books,E-commerce,DE,DE,D300026,142.31,19,5,1,0,
T402381,A200475,C100360,2025-01-04 20:50:37,Interac,7399-BusinessServices,Non-profit,US,US,D300262,97.87,20,5,1,0,
T401332,A200467,C100077,2025-01-04 21:02:07,EFT,5812-Restaurants,SaaS,IN,IN,D300475,209.84,21,5,1,0,
T409708,A200391,C100036,2025-01-04 21:14:29,Card,5942-Books,Wholesale,MX,MX,D300292,1206.12,21,5,1,0,
T407817,A200029,C100420,2025-01-04 21:56:44,Card,7399-BusinessServices,Contractor,ES,DE,D300291,851.76,21,5,1,0,
T401275,A200603,C100242,2025-01-04 22:28:49,ACH,5732-Electronics,E-commerce,CN,CN,D300314,65.88,22,5,1,0,
T405951,A200614,C100296,2025-01-04 22:58:43,Card,7399-BusinessServices,Restaurant,CN,CN,D300181,39.33,22,5,1,0,
T407170,A200323,C100204,2025-01-04 23:09:53,Card,4111-Transport,Non-profit,MX,MX,D300176,151.67,23,5,1,0,
T401178,A200018,C100238,2025-01-04 23:31:19,EFT,5812-Restaurants,Restaurant,PH,PH,D300121,17.5,23,5,1,0,
T404670,A200635,C100124,2025-01-04 23:33:03,Card,5411-Grocery,Services,US,NG,D300723,314.24,23,5,1,0,
